,mass mean,mass std,nutlin_7hr_rep1_ms1_01,nutlin_7hr_rep1_ms1_02,nutlin_7hr_rep2_ms1_01,uv_7hr_rep1_ms1_01,uv_7hr_rep1_ms1_02,uv_7hr_rep2_ms1_01,xray-nutlin_7hr_rep1_ms1_01,xray-nutlin_7hr_rep1_ms1_02,xray-nutlin_7hr_rep2_ms1_01,xray_2hr_rep1_ms1_01,xray_2hr_rep1_ms1_02,xray_7hr_rep1_ms1_01,xray_7hr_rep1_ms1_02,xray_7hr_rep2_ms1_01
0,9035.130719204906,0.4826790264215909,,9034.407854091156,,,9035.363530854751,9035.40834725522,,9035.3431446185,,,,,,
1,9038.405576259125,0.031505612198863504,,9038.427854091156,,,,,,,,,,,9038.383298427094,
2,9094.044566819985,0.7491425701805573,,9094.247854091156,,,9095.20353085475,,9093.221079188812,9094.1831446185,,,9093.208493739594,,9094.203298427094,
3,9098.565107673812,0.5357183252268869,,,,,9099.18353085475,,,,,,9098.268493739593,,9098.243298427094,
4,9102.208347255219,,,,,,,9102.208347255219,,,,,,,,
5,9105.590211268891,0.37012447944149235,,,9105.851928798187,,,,,,,,9105.328493739595,,,
6,9109.147854091156,,,9109.147854091156,,,,,,,,,,,,
7,9111.565939054984,0.7602696142499675,,,,,9112.10353085475,9111.028347255218,,,,,,,,
8,9115.004222092459,0.6364560702081977,,,,,,,9115.241079188812,,,,,,9114.283298427094,9115.488288661469
9,9121.28353085475,,,,,,9121.28353085475,,,,,,,,,
10,9133.267863897954,0.49197021186071754,9133.328247157562,9132.407854091156,9133.331928798187,,9133.34353085475,9133.348347255218,9132.421079188813,9134.3431446185,9133.29897225522,9133.314851161469,9133.328493739595,9133.364619227876,9133.383298427094,
11,9138.385514613617,0.7886908352985262,,,,9138.399289638031,,,,,,9139.354851161468,,9138.364619227876,9137.423298427093,
12,9142.299287806976,1.0212467255019768,,,,9142.639289638031,,,9142.361079188813,,,,9143.308493739594,,,9140.888288661468
13,9145.718754970063,0.7719878376295066,,,,,,9146.60834725522,,,,,,9145.224619227874,9145.323298427094,
14,9148.641079188812,,,,,,,,9148.641079188812,,,,,,,
15,9151.535821539715,0.6160574771728131,9150.608247157563,,9150.611928798187,9151.659289638032,9151.64353085475,,,9152.6431446185,,9151.714851161469,9151.648493739594,9151.644619227875,,9151.648288661469
16,9156.484663173187,1.1828708730832502,9155.648247157562,,,,,,9157.321079188812,,,,,,,
17,9158.025308518241,0.6183257882559959,,,,9158.739289638032,,9157.66834725522,,,,,,,,9157.668288661469
18,9162.768493739593,,,,,,,,,,,,9162.768493739593,,,
19,9189.394555751313,0.368315085740697,,,,9189.819289638031,,,9189.201079188813,,,,,,9189.163298427095,
20,9194.647729826469,0.7130450239399089,,,9195.151928798188,,9194.14353085475,,,,,,,,,
21,9197.718721604177,1.3771130982323516,9198.128247157563,,,,,,,,,,,9198.844619227875,9196.183298427095,
22,9204.621352626313,0.5748798847069727,,9205.027854091157,,,,,,,,9204.214851161469,,,,
23,9214.661672450531,0.9147434394247617,,,,,,,,,,9214.014851161468,9215.308493739594,,,
24,9218.271352626312,1.2777398820010615,,9217.367854091157,,,,,,,,9219.174851161468,,,,
25,9223.768100673187,0.7633266040280227,,9224.307854091156,,,,9223.228347255219,,,,,,,,
26,9231.238630254895,0.682438537805793,9231.288247157563,9231.367854091157,9232.331928798187,9231.319289638031,,9231.32834725522,9232.361079188813,9231.3231446185,9231.31897225522,,9231.308493739594,9230.304619227874,9230.343298427095,9230.26828866147
27,9233.315625251938,1.0124816643584558,,,,,9232.30353085475,,,,,9233.314851161469,9234.328493739595,,,
28,9237.053571864595,0.9697513751553365,,9236.367854091157,,9237.739289638032,,,,,,,,,,
29,9239.182111903658,0.7339305730963772,,,,,,,9239.701079188813,9238.6631446185,,,,,,
30,9249.400560147771,0.9815587485068621,,,,,9248.34353085475,,,,,9249.57485116147,,,9250.283298427094,
31,9255.728347255219,,,,,,,9255.728347255219,,,,,,,,
32,9260.114707118499,0.682468139789637,9260.708247157563,9260.787854091157,9259.731928798188,9259.77928963803,,,9260.801079188812,9259.7431446185,9258.738972255218,9260.73485116147,9259.728493739594,9259.744619227875,9260.763298427093,
33,9262.76834725522,,,,,,,9262.76834725522,,,,,,,,
34,9266.910908290374,1.0909536454334656,,,,,,9266.98834725522,9267.961079188812,,,,,,9265.783298427094,
35,9269.619762457041,1.1869712776532966,,9268.527854091157,,,,,,9270.8831446185,,,,,,9269.448288661468
36,9273.609815680342,0.754077529624509,9272.868247157563,9273.907854091156,9272.871928798188,9274.319289638031,9272.863530854751,,9273.981079188812,,,,9274.868493739594,9272.904619227875,9273.903298427094,
37,9277.30353085475,,,,,,9277.30353085475,,,,,,,,,
38,9282.708347255219,,,,,,,9282.708347255219,,,,,,,,
39,9285.955772792327,0.20863275348345245,9285.808247157562,,,,,,,,,,,,9286.103298427093,
40,9290.949827723969,0.8397109978385557,,,9290.311928798188,9290.319289638031,,9291.128347255219,9290.661079188812,,,,9292.328493739595,,,
41,9293.843337736625,0.6785493996669169,,,,,9293.363530854751,,,9294.3231446185,,,,,,
42,9299.859289638032,,,,,9299.859289638032,,,,,,,,,,
43,9305.263298427093,,,,,,,,,,,,,,9305.263298427093,
44,9317.588247157562,,9317.588247157562,,,,,,,,,,,,,
45,9328.213655686208,1.1102758524439313,,9327.067854091156,,,,,,,,,9328.288493739594,9329.284619227876,,
46,9329.467361637846,0.7569640622003517,9329.268247157563,,9330.271928798187,9329.319289638031,9329.28353085475,9329.288347255218,9330.321079188812,9329.2631446185,9330.258972255218,9330.314851161469,,,9328.283298427094,9328.26828866147
47,9332.268493739593,,,,,,,,,,,,9332.268493739593,,,
48,9339.812010390564,0.3204589027992243,9339.688247157563,,9339.711928798188,9339.739289638032,9339.70353085475,9339.708347255219,,9339.7031446185,9339.71897225522,9339.714851161469,9339.708493739594,,9340.723298427094,
49,9347.987326747407,0.8710657652475161,,,,9348.799289638031,,9347.848347255218,9348.841079188813,,,,,9347.704619227876,9346.743298427094,
50,9349.614437914699,0.7461236643294169,,9349.767854091157,9350.271928798187,,9348.80353085475,,,,,,,,,
51,9355.259658900726,0.996313873337157,,9355.847854091156,,9355.719289638031,,9353.76834725522,,9355.7031446185,,,,,,
52,9357.640709398109,0.510298466503297,9357.688247157563,,9358.271928798187,,9356.70353085475,,9357.741079188812,,,9357.73485116147,,9357.704619227876,,
53,9362.209815516937,0.49983980080504165,,,,9362.179289638032,,,,9362.6831446185,,9361.75485116147,9362.748493739593,,9361.683298427095,
54,9364.347854091156,,,9364.347854091156,,,,,,,,,,,,
55,9367.1611914935,0.5466987377634734,,,9367.791928798188,,,9366.868347255218,,,,,,,9366.823298427094,
56,9369.834554206052,0.6438499661208739,9369.828247157562,,,9370.859289638032,9368.82353085475,,,9369.8231446185,,,9369.848493739593,9369.824619227875,,
57,9370.83485116147,,,,,,,,,,,9370.83485116147,,,,
58,9375.06560982846,0.9255741924155102,9373.828247157562,,,,,,9375.761079188813,,,,9375.788493739594,9374.884619227876,,
59,9377.489991300115,0.7933672865271304,,,,,9376.74353085475,,,9378.3231446185,,,,,9377.403298427094,
60,9381.761079188813,,,,,,,,9381.761079188813,,,,,,,
61,9383.76353085475,,,,,,9383.76353085475,,,,,,,,,
62,9398.84353085475,,,,,,9398.84353085475,,,,,,,,,
63,9411.867281791066,0.5573742722912327,9411.828247157562,9411.907854091156,9410.851928798187,9411.879289638031,9411.84353085475,9412.868347255218,9411.901079188812,9411.8431446185,9411.858972255219,9411.874851161469,9410.868493739594,9411.864619227876,9411.883298427094,9412.86828866147
64,9419.59278999367,0.30607527884201674,9419.668247157562,9419.707854091157,9418.671928798187,9419.699289638032,9419.66353085475,,9419.721079188814,9419.6631446185,9419.65897225522,9419.694851161468,9419.688493739593,,9419.683298427095,
65,9428.122835618331,0.815647135916168,9428.248247157562,9427.907854091156,9428.231928798188,9427.879289638031,9427.84353085475,9428.24834725522,9429.961079188812,9427.863144618499,9427.838972255218,9429.27485116147,9426.868493739594,,,9427.308288661468
66,9433.105896083343,0.3640218855179744,,,,,,,,,,,9432.848493739593,,9433.363298427093,
67,9437.747890346522,0.6853994901895392,9437.648247157562,9437.447854091157,9437.651928798188,9437.699289638032,9436.68353085475,9436.688347255218,9438.741079188812,9437.6631446185,,9437.674851161468,9438.688493739593,9437.684619227875,9438.703298427094,
68,9442.834898361989,1.0197466917954605,,9443.847854091156,,,,9442.848347255218,,,,,9441.808493739594,,,
69,9454.658744583514,0.5411408405090233,9454.708247157563,9455.787854091157,9454.731928798188,9454.77928963803,9454.72353085475,9453.76834725522,9454.781079188813,9454.7231446185,,9454.73485116147,,9454.744619227875,9453.763298427093,
70,9460.926110438813,0.9986808149865939,,,,9460.739289638032,,,,,,9459.75485116147,9462.368493739594,9460.384619227876,9461.383298427094,
71,9463.60925155402,0.19760315907863876,,,,,9463.72353085475,,9463.381079188814,9463.7231446185,,,,,,
72,9465.759289638032,,,,,9465.759289638032,,,,,,,,,,
73,9481.90834725522,,,,,,,9481.90834725522,,,,,,,,
74,9495.676205328136,1.0216100139909956,9496.788247157563,,,9494.77928963803,,,9495.461079188812,,,,,,,
75,9509.986220452778,0.3731965505034151,9509.808247157562,9509.887854091157,9509.811928798188,9509.859289638032,9509.82353085475,9510.82834725522,,9509.8231446185,9509.838972255218,9509.83485116147,9509.828493739595,9509.824619227875,9510.823298427094,9509.828288661469
76,9516.63969165626,0.1815390653847633,,,,,,,9516.801079188812,9516.4431446185,,9516.674851161468,,,,
77,9522.293768397798,0.743199265254634,9521.768247157563,,,9522.819289638031,,,,,,,,,,
78,9526.036207074636,0.885968609646152,9525.808247157562,9526.847854091156,9526.811928798188,,9525.80353085475,9525.82834725522,,9527.8431446185,9524.79897225522,9526.214851161469,9525.808493739594,9524.804619227874,,9525.828288661469
79,9529.808288661468,,,,,,,,,,,,,,,9529.808288661468
80,9535.591223679854,1.1187908353950353,9534.688247157563,9535.707854091157,9536.691928798187,9535.719289638031,9534.72353085475,9537.688347255218,9534.741079188812,9534.7031446185,,9536.694851161468,9534.728493739594,9534.264619227875,9536.743298427094,
81,9538.648247157562,,9538.648247157562,,,,,,,,,,,,,
82,9542.41378914975,0.7997384600556425,,,,9542.979289638031,,,,,,,,,,9541.84828866147
83,9545.961489638608,0.4778738341941748,9544.928247157563,9546.007854091156,9546.951928798188,,9545.94353085475,9545.948347255218,9546.021079188813,9545.9431446185,9545.95897225522,,9545.948493739594,,9545.963298427094,
84,9550.059289638031,,,,,9550.059289638031,,,,,,,,,,
85,9552.711549159516,0.004669735944577336,9552.708247157563,,,,,,,,,9552.714851161469,,,,
86,9560.767781436061,0.8503424847673782,,9559.947854091157,,,9561.94353085475,,9561.061079188812,9559.9231446185,,,,,9560.963298427094,
87,9565.975692472954,0.04548339665017402,,9566.007854091156,,,9565.94353085475,,,,,,,,,
88,9572.48834725522,,,,,,,9572.48834725522,,,,,,,,
89,9576.423337736625,0.056295432224607235,,,,,9576.38353085475,,,9576.463144618501,,,,,,
90,9579.5031446185,,,,,,,,,9579.5031446185,,,,,,
91,9586.699289638032,,,,,9586.699289638032,,,,,,,,,,
92,9596.413337736625,0.014415245895590978,,,,,9596.42353085475,,,9596.4031446185,,,,,,
93,9607.716291835777,0.5030852284727636,9607.768247157563,9607.827854091156,9608.791928798188,9606.819289638031,9607.783530854751,9607.788347255218,9606.841079188813,,9607.778972255219,9607.794851161469,9607.788493739594,9607.804619227874,,9607.808288661468
94,9612.18786076626,0.6352330002404848,,,,,9611.80353085475,,9612.921079188813,,9611.838972255218,,,,,
95,9614.7431446185,,,,,,,,,9614.7431446185,,,,,,
96,9617.830821378238,1.0568768413794762,,9616.787854091157,,,9617.80353085475,,9618.901079188812,,,,,,,
97,9620.768493739593,,,,,,,,,,,,9620.768493739593,,,
98,9623.62709245475,0.7326518627642628,9623.788247157563,,,9623.799289638031,9622.82353085475,9623.808347255219,,,,9622.794851161469,,,,9624.748288661469
99,9626.214851161469,,,,,,,,,,,9626.214851161469,,,,
100,9643.939592047847,1.103078029080018,9641.928247157563,9644.967854091155,,,9643.90353085475,9643.92834725522,9643.981079188812,,,,9644.928493739593,,,
101,9646.9031446185,,,,,,,,,9646.9031446185,,,,,,
102,9648.943298427093,,,,,,,,,,,,,,9648.943298427093,
103,9654.3831446185,,,,,,,,,9654.3831446185,,,,,,
104,9688.531928798187,,,,9688.531928798187,,,,,,,,,,,
105,9694.552395177363,0.6938296328117348,9694.388247157563,,,,9693.40353085475,,9694.441079188813,9694.3831446185,9695.418972255218,,9695.408493739593,,9694.423298427093,
106,9697.40353085475,,,,,,9697.40353085475,,,,,,,,,
107,9702.4231446185,,,,,,,,,9702.4231446185,,,,,,
108,9705.765158778657,0.023104349916964754,9705.748247157562,,9705.731928798188,9705.799289638031,,9705.76834725522,,,,9705.77485116147,,,,9705.76828866147
109,9735.514851161468,,,,,,,,,,,9735.514851161468,,,,
110,9737.95928963803,,,,,9737.95928963803,,,,,,,,,,
111,9741.406361025907,1.1353259220878111,,,,,9740.94353085475,9739.868347255218,,9741.3431446185,,,9742.908493739593,,,9741.968288661468
112,9744.933768397797,1.406405349553088,9745.928247157563,,,9743.93928963803,,,,,,,,,,
113,9751.441079188813,,,,,,,,9751.441079188813,,,,,,,
114,9757.881760016598,0.5297213059679692,9758.348247157563,9757.407854091156,,9757.419289638032,9758.38353085475,,,9758.363144618499,,,9757.368493739594,,,
115,9762.499289638032,,,,,9762.499289638032,,,,,,,,,,
116,9766.990226813474,1.219094253582295,9765.588247157562,,,,9766.38353085475,,,9766.3231446185,,9768.354851161468,,,9766.663298427095,9768.628288661468
117,9774.261895215932,0.59525232745269,9773.368247157563,9773.407854091156,,9774.379289638031,9774.363530854751,9774.348347255218,,9774.363144618499,,9775.374851161469,9774.368493739594,,9774.383298427094,
118,9777.722039639959,0.5902582688386256,,,,9777.399289638031,9777.363530854751,,,,,,,,9778.403298427094,
119,9781.001079188813,,,,,,,,9781.001079188813,,,,,,,
120,9783.733437751938,0.49981297817757786,,,,,9783.40353085475,,,,,,9784.308493739594,,,9783.488288661469
121,9787.747854091156,,,9787.747854091156,,,,,,,,,,,,
122,9791.88574593686,0.6751436902341784,,,,,,9791.40834725522,,9792.363144618499,,,,,,
123,9795.999289638032,,,,,9795.999289638032,,,,,,,,,,
124,9803.24268380307,0.9761488887012115,9803.688247157563,,,9801.77928963803,,9803.76834725522,,,,9803.73485116147,,,,
125,9806.00828866147,,,,,,,,,,,,,,,9806.00828866147
126,9809.443337736626,1.4139404521015437,,,,,9808.44353085475,,,9810.4431446185,,,,,,
127,9812.30677682065,1.1580057552585703,,,,9812.53928963803,,9812.42834725522,,,,9810.73485116147,,9813.524619227876,,
128,9817.448347255218,,,,,,,9817.448347255218,,,,,,,,
129,9822.963337736626,0.5093899927254025,,,,,9823.32353085475,,,9822.6031446185,,,,,,
130,9825.367854091157,,,9825.367854091157,,,,,,,,,,,,
131,9828.548247157563,,9828.548247157563,,,,,,,,,,,,,
132,9832.125576259125,0.4776112702549877,,9831.787854091157,,,,,,,,,,,9832.463298427094,
133,9837.313337736625,0.013869025352488308,,,,,9837.30353085475,,,9837.3231446185,,,,,,
134,9854.090203537771,0.40810702581063524,,,,,,,,9854.3231446185,9853.618972255219,,9854.328493739595,,,
135,9857.144687710766,0.853599682261513,,,,9856.999289638032,9857.90353085475,,9856.001079188813,,,9857.674851161468,,,,
136,9861.71439868751,1.0844561869613607,,,,,,,9862.941079188813,9860.8831446185,9861.31897225522,,,,,
137,9866.631410246391,0.0394274137686409,,,,9866.659289638032,9866.60353085475,,,,,,,,,
138,9875.11928963803,,,,,9875.11928963803,,,,,,,,,,
139,9885.293571864595,0.8000457476707195,,9884.727854091157,,9885.859289638032,,,,,,,,,,
140,9888.441079188813,,,,,,,,9888.441079188813,,,,,,,
141,9893.595543057927,1.0061461522537931,9893.428247157563,,,,9892.68353085475,,,,,9894.674851161468,,,,
142,9901.181549159515,0.7259186527551645,9900.668247157562,,,,,,,,,9901.694851161468,,,,
143,9904.603298427093,,,,,,,,,,,,,,9904.603298427093,
144,9912.701261480479,0.9736561296536251,,9913.687854091157,,,,,9911.741079188812,,,9912.674851161468,,,,
145,9928.18829720639,0.7637461034136039,9927.648247157562,,,,,9928.728347255219,,,,,,,,
146,9932.401079188812,,,,,,,,9932.401079188812,,,,,,,
147,9936.711928798188,,,,9936.711928798188,,,,,,,,,,,
148,9940.041941412119,1.214980679301167,9938.688247157563,9940.707854091157,,9941.759289638032,,,,9940.6431446185,,,9939.708493739594,9938.744619227875,,
149,9941.251599208343,0.6551371949053547,,,,,,9940.788347255218,,,,9941.714851161469,,,,
150,9946.220138026703,0.8318534684797091,,,9945.631928798188,,,9946.808347255219,,,,,,,,
151,9950.608247157563,,9950.608247157563,,,,,,,,,,,,,
152,9955.22643319272,0.7096721148701439,9955.728247157564,,,,,,,,,,,9954.724619227876,,
153,9958.508347255218,,,,,,,9958.508347255218,,,,,,,,
154,9965.04828866147,,,,,,,,,,,,,,,9965.04828866147
155,9967.149555264477,1.1736500275184942,9965.528247157563,,,,9968.00353085475,,,9968.0231446185,,,,,9967.043298427094,
156,9972.148247157562,,9972.148247157562,,,,,,,,,,,,,
157,9984.725819179046,0.03206667104624053,,,,,,,,9984.7031446185,,,9984.748493739593,,,
158,9998.063815191417,0.5992086776442787,9997.688247157563,,,,,9997.74834725522,,,,9998.75485116147,,,,
159,10001.799289638031,,,,,10001.799289638031,,,,,,,,,,
160,10007.41485116147,,,,,,,,,,,10007.41485116147,,,,
191,10022.744619227875,,,,,,,,,,,,,10022.744619227875,,
161,10025.714851161469,,,,,,,,,,,10025.714851161469,,,,
162,10027.8031446185,,,,,,,,,10027.8031446185,,,,,,
163,10040.7431446185,,,,,,,,,10040.7431446185,,,,,,
164,10043.11741056902,0.5599880102816349,,10042.767854091157,,,,,10042.821079188812,,,,,,10043.763298427093,
165,10050.285716639984,0.7673127113473894,,,,,,,,10049.7431446185,,,,,,10050.828288661469
166,10054.855499354828,0.5482131892750775,,10054.467854091155,,,,,,10055.2431446185,,,,,,
167,10063.788493739594,,,,,,,,,,,,10063.788493739594,,,
168,10066.7631446185,,,,,,,,,10066.7631446185,,,,,,
169,10072.68353085475,,,,,,10072.68353085475,,,,,,,,,
170,10076.76805062436,0.3962577373866058,10077.048247157563,10076.487854091156,,,,,,,,,,,,
171,10081.839289638032,,,,,10081.839289638032,,,,,,,,,,
172,10086.947577480792,1.3200616907557452,,10085.327854091156,,10088.43928963803,10086.04353085475,10086.08834725522,,10088.4031446185,,,,,10087.383298427094,
173,10090.441079188813,,,,,,,,10090.441079188813,,,,,,,
174,10092.588100673187,0.11278836533763373,,10092.667854091156,,,,10092.508347255218,,,,,,,,
175,10097.72353085475,,,,,,10097.72353085475,,,,,,,,,
176,10104.34828866147,,,,,,,,,,,,,,,10104.34828866147
177,10113.588247157562,,10113.588247157562,,,,,,,,,,,,,
178,10118.4431446185,,,,,,,,,10118.4431446185,,,,,,
179,10129.875819179048,0.774035059506012,,,,,,,,10130.4231446185,,,10129.328493739595,,,
180,10132.781079188813,,,,,,,,10132.781079188813,,,,,,,
181,10141.277343471522,0.5791725449933764,10141.408247157564,10140.467854091155,10141.411928798188,10142.45928963803,10140.42353085475,10140.44834725522,10141.501079188813,10141.4231446185,,,10141.448493739594,10141.424619227875,10141.463298427094,10141.448288661468
182,10149.466012297173,0.0035092895278961258,,,,,10149.46353085475,,,,,,10149.468493739594,,,
183,10154.443298427093,,,,,,,,,,,,,,10154.443298427093,
184,10157.905854092602,0.5462276698248619,10158.348247157563,,,,10157.42353085475,,,10157.4431446185,,,10158.408493739593,,,
185,10163.033614712718,0.6648885860508937,,,,10163.479289638031,10162.40353085475,,,10163.7231446185,,,10162.528493739594,,,
186,10169.773414640922,0.013977784451310519,,,,,10169.76353085475,,,,,,,,10169.783298427094,
187,10175.875772792328,0.8308867209283346,10175.288247157561,,,,,,,,,,,,10176.463298427094,
188,10195.183298427095,,,,,,,,,,,,,,10195.183298427095,
189,10199.408247157564,,10199.408247157564,,,,,,,,,,,,,
190,10207.66353085475,,,,,,10207.66353085475,,,,,,,,,
